DATE,TG,RR,WS,HU,PP
2018-08-24,14.2,3.9,27.8,67,1013.1
2018-08-25,13.3,1.1,19.1,69,1014.5
2018-08-26,14.3,12.9,32.0,86,1009.4
2018-08-27,16.7,0.0,23.4,73,1011.6
2018-08-28,16.3,0.0,10.6,76,1017.0
2018-08-29,15.4,1.2,16.4,79,1015.7
2018-08-30,15.0,0.0,13.8,69,1022.8
2018-08-31,15.1,0.7,13.0,77,1023.5
2018-09-01,16.3,0.0,14.4,71,1025.4
2018-09-02,16.1,0.0,12.4,67,1024.2
2018-09-03,16.1,0.0,8.3,75,1020.6
2018-09-04,15.9,0.0,18.0,75,1020.5
2018-09-05,16.5,0.0,16.6,76,1020.5
2018-09-06,15.5,0.3,19.8,72,1016.2
2018-09-07,13.3,0.0,23.2,65,1016.0
2018-09-08,14.0,1.2,21.4,75,1018.1
2018-09-09,17.5,0.5,25.7,73,1017.8
2018-09-10,16.4,0.0,21.7,72,1021.0
2018-09-11,18.9,1.5,34.4,81,1019.0
2018-09-12,14.1,3.3,15.5,79,1022.5
2018-09-13,13.2,0.0,15.2,70,1022.7
2018-09-14,13.6,0.0,22.8,74,1020.7
2018-09-15,15.0,0.0,13.8,76,1023.1
2018-09-16,17.1,0.0,25.3,75,1018.5
2018-09-17,19.2,0.0,21.4,68,1013.8
2018-09-18,18.9,0.0,38.1,72,1008.9
2018-09-19,18.8,0.2,41.9,76,1012.3
2018-09-20,18.5,3.0,40.7,78,1009.1
2018-09-21,13.8,6.4,43.3,65,1008.2
2018-09-22,11.7,5.1,17.1,82,1017.4
2018-09-23,10.3,13.3,25.2,78,1019.2
2018-09-24,9.7,0.0,11.0,71,1036.8
2018-09-25,10.0,0.0,14.5,74,1037.6
2018-09-26,12.4,0.0,14.0,75,1032.6
2018-09-27,13.7,0.0,14.3,72,1026.5
2018-09-28,12.4,0.0,23.8,68,1029.8
2018-09-29,10.2,0.0,10.3,76,1028.0
2018-09-30,10.3,0.1,17.8,76,1020.1
2018-10-01,10.4,0.0,18.4,65,1025.2
2018-10-02,14.7,0.4,29.0,77,1020.6
2018-10-03,13.9,0.1,15.5,81,1026.6
2018-10-04,13.3,0.0,16.8,88,1024.3
2018-10-05,14.4,0.0,13.4,85,1015.2
2018-10-06,10.4,7.6,27.0,91,1011.3
2018-10-07,9.4,0.0,23.5,73,1022.1
2018-10-08,11.4,0.0,19.1,78,1021.0
2018-10-09,13.3,0.0,18.1,80,1018.4
2018-10-10,15.7,0.0,16.6,82,1012.1
2018-10-11,16.9,1.2,26.7,81,1004.9
2018-10-12,17.8,0.0,37.4,69,1010.0
2018-10-13,20.7,0.0,31.3,68,1009.4
2018-10-14,13.5,16.3,23.1,90,1006.3
2018-10-15,13.2,4.4,19.6,93,1010.6
2018-10-16,15.1,0.0,21.3,87,1015.6
2018-10-17,13.0,1.0,12.3,91,1019.5
2018-10-18,11.6,0.0,20.7,82,1026.2
2018-10-19,8.7,0.0,9.9,82,1026.8
2018-10-20,9.8,0.0,10.5,89,1030.7
2018-10-21,11.7,0.4,21.5,85,1028.1
2018-10-22,9.1,0.1,19.8,74,1035.9
2018-10-23,10.9,0.0,20.8,77,1030.9
2018-10-24,11.6,0.0,13.4,85,1028.4
2018-10-25,9.2,0.0,14.6,84,1021.7
2018-10-26,8.0,1.4,24.4,79,1011.8
2018-10-27,4.9,0.2,23.8,72,1013.9
2018-10-28,6.0,0.8,27.5,78,1017.6
2018-10-29,4.8,0.0,21.0,77,1007.4
2018-10-30,6.2,0.0,26.2,80,996.9
2018-10-31,7.1,1.2,20.8,79,1006.7
2018-11-01,8.7,6.7,17.5,92,1006.2
2018-11-02,4.4,0.0,11.2,85,1023.6
2018-11-03,9.0,0.0,29.2,75,1022.9
2018-11-04,9.6,0.2,20.9,81,1010.9
2018-11-05,11.1,0.2,12.5,90,1004.0
2018-11-06,12.0,0.5,23.2,91,999.7
2018-11-07,11.6,6.2,36.1,86,998.1
2018-11-08,9.3,0.0,27.5,78,1013.8
2018-11-09,10.4,4.7,38.0,83,1004.3
2018-11-10,11.0,7.4,28.1,89,994.3
2018-11-11,10.2,0.2,28.0,83,999.2
2018-11-12,10.8,1.1,23.5,85,1009.3
2018-11-13,10.0,0.0,22.9,83,1020.2
2018-11-14,10.4,0.0,19.2,86,1022.4
2018-11-15,12.3,0.0,14.5,94,1020.9
2018-11-16,10.4,0.6,13.2,93,1025.0
2018-11-17,8.0,0.0,20.1,86,1026.9
2018-11-18,7.2,0.0,23.7,79,1027.0
2018-11-19,6.6,1.4,26.5,78,1020.3
2018-11-20,3.9,6.7,25.9,88,1008.8
2018-11-21,2.9,0.9,19.8,88,1012.3
2018-11-22,0.6,0.0,11.9,95,1017.7
2018-11-23,6.6,0.0,14.1,92,1013.9
2018-11-24,7.5,2.1,21.2,92,1009.8
2018-11-25,6.2,0.3,20.8,86,1010.7
2018-11-26,5.5,0.0,14.7,87,1013.5
2018-11-27,5.3,4.2,28.7,94,1013.8
2018-11-28,11.8,4.0,38.6,89,1007.0
2018-11-29,11.5,4.4,43.3,84,1001.9
2018-11-30,8.5,0.4,23.5,82,1006.8
2018-12-01,9.9,6.3,28.8,90,1003.4
2018-12-02,12.9,2.7,26.5,89,997.1
2018-12-03,9.7,1.3,28.8,87,1001.0
2018-12-04,4.5,2.1,8.3,91,1020.5
2018-12-05,10.2,10.4,21.7,92,1014.2
2018-12-06,11.3,1.7,24.7,93,1013.5
2018-12-07,9.9,8.2,35.8,84,1003.6
2018-12-08,9.3,0.2,39.3,76,1002.2
2018-12-09,8.0,1.1,32.8,79,1008.9
2018-12-10,6.1,0.1,20.1,88,1026.3
2018-12-11,4.7,0.0,9.7,93,1025.0
2018-12-12,5.0,0.1,18.7,83,1021.9
2018-12-13,2.4,0.0,24.0,82,1018.2
2018-12-14,1.3,0.0,16.4,81,1022.9
2018-12-15,2.6,10.0,33.7,79,1012.6
2018-12-16,6.1,4.4,17.3,90,1005.9
2018-12-17,6.4,0.0,19.2,90,1015.9
2018-12-18,8.8,5.8,32.2,86,1009.4
2018-12-19,7.4,0.1,21.7,89,1004.6
2018-12-20,7.6,0.7,25.3,86,1005.8
2018-12-21,10.8,4.6,36.4,83,1001.3
2018-12-22,8.6,0.1,28.7,87,1015.1
2018-12-23,9.0,4.4,21.0,93,1017.6
2018-12-24,3.9,0.0,12.0,94,1031.7
2018-12-25,4.5,0.0,13.4,91,1034.2
2018-12-26,7.0,0.0,8.9,92,1030.5
2018-12-27,3.1,0.0,5.8,98,1026.4
2018-12-28,6.2,0.0,10.9,95,1030.2
2018-12-29,8.4,0.0,23.5,94,1032.2
2018-12-30,8.0,1.0,19.8,95,1035.0
2018-12-31,7.2,0.0,12.2,92,1035.5
2019-01-01,6.8,0.2,16.4,87,1035.3
2019-01-02,3.7,0.0,11.9,81,1042.8
2019-01-03,1.9,0.0,9.7,87,1043.1
2019-01-04,-0.5,0.0,9.2,90,1041.9
2019-01-05,1.9,0.0,11.5,89,1038.9
2019-01-06,5.0,0.0,10.2,90,1036.7
2019-01-07,6.8,0.0,24.9,91,1032.0
2019-01-08,5.8,0.0,21.9,79,1027.6
2019-01-09,3.7,0.0,24.3,79,1029.3
2019-01-10,2.6,0.1,12.0,89,1030.3
2019-01-11,4.8,0.0,11.2,91,1029.8
2019-01-12,7.1,1.5,21.3,89,1022.8
2019-01-13,9.5,0.2,30.6,81,1013.9
2019-01-14,6.8,0.1,24.4,77,1019.8
2019-01-15,5.9,0.0,23.1,87,1019.1
2019-01-16,7.0,2.3,29.3,88,1005.7
2019-01-17,2.3,1.0,20.8,80,1010.8
2019-01-18,1.3,0.0,19.2,82,1016.4
2019-01-19,3.3,1.1,18.3,88,1010.1
2019-01-20,0.9,0.0,9.6,87,1017.7
2019-01-21,1.9,0.1,24.4,85,1021.0
2019-01-22,2.8,9.5,25.9,90,1001.9
2019-01-23,-0.4,0.0,18.9,90,1002.5
2019-01-24,0.5,0.1,10.9,94,1011.5
2019-01-25,6.1,1.1,19.2,94,1013.7
2019-01-26,7.6,1.2,32.0,89,1002.3
2019-01-27,4.9,2.9,36.7,76,991.3
2019-01-28,1.6,0.0,23.5,72,1005.4
2019-01-29,1.4,3.9,19.2,86,999.7
2019-01-30,-0.3,0.4,14.8,87,995.5
2019-01-31,-0.8,1.3,30.7,87,991.3
2019-02-01,1.4,14.9,25.1,92,987.5
2019-02-02,1.5,0.7,25.5,82,1006.4
2019-02-03,0.8,0.0,22.4,82,1022.7
2019-02-04,6.6,6.6,31.9,91,1018.4
2019-02-05,6.4,1.3,25.0,94,1023.0
2019-02-06,9.0,12.2,27.8,91,1016.0
2019-02-07,7.2,0.4,41.7,73,1006.0
2019-02-08,8.8,6.8,42.2,86,999.2
2019-02-09,7.8,2.2,39.8,71,1000.1
2019-02-10,5.3,6.4,32.2,86,997.6
2019-02-11,4.2,0.0,17.6,83,1023.0
2019-02-12,5.8,0.0,19.7,85,1033.0
2019-02-13,7.0,0.0,19.7,87,1033.1
2019-02-14,4.6,0.0,13.2,86,1031.9
2019-02-15,5.7,0.0,14.5,83,1026.8
2019-02-16,8.6,0.0,21.8,91,1022.5
2019-02-17,9.3,0.0,24.6,84,1016.0
2019-02-18,7.6,3.0,21.6,90,1015.2
2019-02-19,6.5,0.0,22.6,82,1018.5
2019-02-20,8.5,0.1,25.5,82,1019.9
2019-02-21,8.9,0.0,20.4,88,1026.2
2019-02-22,7.2,0.0,11.8,92,1034.5
2019-02-23,8.0,0.0,13.3,88,1033.9
2019-02-24,6.2,0.0,10.2,85,1035.6
2019-02-25,7.3,0.0,11.2,72,1036.2
2019-02-26,8.9,0.0,13.5,71,1032.3
2019-02-27,8.6,0.0,12.0,83,1024.7
2019-02-28,8.0,3.5,24.8,90,1015.7
2019-03-01,8.6,1.0,14.9,86,1017.9
2019-03-02,10.2,0.9,34.1,83,1009.9
2019-03-03,10.7,4.0,41.4,87,998.4
2019-03-04,6.6,3.0,31.7,74,994.0
2019-03-05,7.1,2.5,26.3,78,1002.2
2019-03-06,10.6,4.1,33.4,84,989.8
2019-03-07,7.7,1.0,43.5,73,992.4
2019-03-08,7.1,1.9,27.6,82,1009.8
2019-03-09,8.8,0.8,41.4,73,1011.9
2019-03-10,7.1,7.2,53.7,70,1008.8
2019-03-11,6.1,0.0,31.6,59,1022.3
2019-03-12,6.8,7.8,41.6,82,1006.6
2019-03-13,7.8,0.1,43.5,63,1007.5
2019-03-14,9.7,4.8,45.5,75,1005.7
2019-03-15,11.4,3.8,43.9,82,1006.9
2019-03-16,10.5,3.8,47.6,79,1002.2
2019-03-17,6.1,1.1,28.0,73,1004.8
2019-03-18,6.3,0.5,16.6,81,1020.1
2019-03-19,8.1,0.1,12.2,87,1027.1
2019-03-20,10.5,0.0,13.5,84,1032.0
2019-03-21,10.5,0.0,11.6,88,1033.0
2019-03-22,9.9,0.0,17.3,84,1028.6
2019-03-23,9.1,0.0,15.0,75,1031.2
2019-03-24,7.3,0.0,18.0,72,1030.4
2019-03-25,7.4,0.0,26.0,66,1031.5
2019-03-26,6.9,0.0,13.2,78,1034.1
2019-03-27,8.3,0.0,11.0,75,1035.0
2019-03-28,8.6,0.0,10.9,76,1035.7
2019-03-29,9.1,0.0,10.8,74,1029.1
2019-03-30,10.8,0.1,11.6,78,1021.4
2019-03-31,8.0,0.5,27.7,78,1024.5
2019-04-01,7.5,0.0,21.4,77,1019.8
2019-04-02,5.3,3.9,17.7,87,1004.2
2019-04-03,3.2,1.1,12.6,84,998.6
2019-04-04,5.2,3.6,25.6,82,995.5
2019-04-05,8.7,0.0,23.2,66,1002.2
2019-04-06,8.2,0.3,22.4,83,1005.3
2019-04-07,9.7,6.1,16.6,89,1007.6
2019-04-08,9.5,2.0,7.9,88,1010.7
2019-04-09,8.9,6.7,21.6,85,1013.7
2019-04-10,7.0,0.0,26.0,69,1019.5
2019-04-11,5.9,0.0,19.6,65,1025.7
2019-04-12,5.2,0.1,14.8,70,1027.0
2019-04-13,4.5,1.4,18.4,72,1027.3
2019-04-14,4.6,0.0,20.5,68,1025.6
2019-04-15,7.8,0.0,26.3,70,1020.0
2019-04-16,10.2,0.3,10.7,80,1015.2
2019-04-17,10.8,0.0,15.9,79,1019.6
2019-04-18,12.9,0.0,20.4,74,1023.3
2019-04-19,13.8,0.0,16.1,68,1028.2
2019-04-20,13.9,0.0,12.0,69,1029.5
2019-04-21,13.2,0.0,14.8,67,1020.0
2019-04-22,14.5,0.0,18.2,69,1006.0
2019-04-23,14.0,0.1,19.1,69,997.2
2019-04-24,12.4,5.3,29.6,77,994.4
2019-04-25,11.4,4.4,26.9,75,999.7
2019-04-26,10.8,1.1,32.4,79,1008.9
2019-04-27,9.5,0.3,41.8,61,1009.6
2019-04-28,10.1,1.7,24.2,68,1019.6
2019-04-29,9.1,0.0,14.2,79,1025.9
2019-04-30,9.9,0.0,10.7,80,1024.4
2019-05-01,11.3,0.2,12.6,77,1018.0
2019-05-02,11.2,7.2,20.9,78,1013.8
2019-05-03,9.2,1.6,19.1,85,1014.4
2019-05-04,7.4,1.1,30.3,65,1019.2
2019-05-05,7.6,0.4,19.1,65,1025.3
2019-05-06,8.4,0.2,17.7,67,1021.6
2019-05-07,10.2,0.5,16.3,65,1014.0
2019-05-08,10.8,12.6,30.5,81,994.4
2019-05-09,10.7,6.3,15.6,85,997.5
2019-05-10,10.0,1.8,8.4,81,1008.7
2019-05-11,9.9,3.0,19.0,81,1019.7
2019-05-12,9.9,0.0,15.5,71,1035.8
2019-05-13,10.0,0.0,18.4,70,1039.4
2019-05-14,11.0,0.0,19.2,69,1033.9
2019-05-15,12.0,0.0,15.7,71,1026.5
2019-05-16,11.6,0.0,24.6,66,1018.9
2019-05-17,11.5,1.8,22.4,80,1008.9
2019-05-18,12.6,0.5,8.3,79,1006.5
2019-05-19,12.8,0.7,10.4,84,1009.4
2019-05-20,14.7,0.5,12.4,73,1012.5
2019-05-21,14.1,0.0,17.8,67,1017.9
2019-05-22,14.1,0.0,17.7,59,1019.6
2019-05-23,15.2,0.0,18.7,61,1016.3
2019-05-24,15.9,0.6,16.6,66,1016.9
2019-05-25,17.1,0.9,16.8,65,1017.9
2019-05-26,16.4,1.8,26.8,76,1013.2
2019-05-27,13.4,0.9,25.2,68,1010.1
2019-05-28,12.2,2.0,17.8,74,1012.4
2019-05-29,12.6,1.9,26.9,80,1018.3
2019-05-30,17.5,0.1,26.6,75,1020.6
2019-05-31,15.9,0.0,19.2,74,1023.3
2019-06-01,18.0,0.0,15.3,68,1019.2
2019-06-02,20.0,0.0,29.0,65,1009.9
2019-06-03,15.2,0.2,22.2,62,1012.3
2019-06-04,14.4,3.3,22.5,80,1005.9
2019-06-05,14.2,0.2,19.6,70,1005.9
2019-06-06,13.5,0.1,23.0,63,1010.1
2019-06-07,13.5,7.1,25.8,80,1002.4
2019-06-08,13.5,3.6,35.1,73,1011.2
2019-06-09,13.8,0.2,10.8,66,1020.1
2019-06-10,11.6,31.3,21.8,89,1014.0
2019-06-11,13.5,2.4,19.3,81,1011.1
2019-06-12,12.9,8.1,14.1,86,1009.2
2019-06-13,12.6,6.4,29.8,86,1005.8
2019-06-14,14.2,1.9,30.2,78,1010.3
2019-06-15,14.4,1.1,27.1,77,1012.8
2019-06-16,14.5,2.2,31.1,82,1016.7
2019-06-17,15.6,0.0,22.6,74,1017.5
2019-06-18,14.7,3.6,10.6,85,1013.6
2019-06-19,16.1,2.7,12.5,84,1007.7
2019-06-20,15.3,0.3,21.1,73,1012.4
2019-06-21,15.1,0.0,15.5,69,1019.2
2019-06-22,15.5,0.0,19.3,70,1021.1
2019-06-23,17.8,0.0,22.4,79,1016.7
2019-06-24,20.4,0.3,14.6,79,1015.5
2019-06-25,20.3,15.3,12.7,83,1018.5
2019-06-26,17.6,0.0,25.8,81,1026.9
2019-06-27,16.1,0.0,25.9,74,1028.6
2019-06-28,16.6,0.0,26.9,77,1024.1
2019-06-29,22.4,0.0,16.1,70,1015.0
2019-06-30,19.0,0.0,21.1,69,1015.7
2019-07-01,17.1,0.0,22.0,66,1020.0
2019-07-02,16.0,0.0,14.3,68,1024.7
2019-07-03,16.6,0.0,15.6,71,1026.5
2019-07-04,17.7,0.0,8.9,69,1024.6
2019-07-05,19.8,0.0,11.9,65,1018.4
2019-07-06,18.4,0.8,16.2,74,1013.4
2019-07-07,16.2,3.5,14.6,80,1016.6
2019-07-08,16.2,0.0,16.6,68,1020.9
2019-07-09,17.6,0.0,16.3,68,1020.9
2019-07-10,19.7,1.3,17.6,69,1017.8
2019-07-11,19.6,0.0,15.9,63,1012.6
2019-07-12,19.4,0.1,24.7,66,1014.6
2019-07-13,18.3,0.6,12.2,71,1021.2
2019-07-14,16.7,0.5,18.5,74,1022.9
2019-07-15,15.6,0.0,12.4,74,1022.3
2019-07-16,18.3,0.0,17.7,67,1018.9
2019-07-17,19.3,0.0,19.9,65,1013.8
2019-07-18,18.2,4.8,20.1,74,1010.2
2019-07-19,16.6,10.6,31.2,84,1011.0
2019-07-20,19.1,15.1,27.4,76,1008.6
2019-07-21,18.1,0.0,19.9,72,1020.0
2019-07-22,20.5,0.0,25.1,77,1021.5
2019-07-23,23.1,0.0,16.6,69,1017.4
2019-07-24,24.8,0.0,19.3,60,1012.0
2019-07-25,27.5,0.0,16.5,56,1010.4
2019-07-26,22.2,4.3,18.3,69,1010.2
2019-07-27,17.7,21.1,17.3,88,1006.6
2019-07-28,17.9,0.0,22.8,71,1005.6
2019-07-29,18.8,0.0,18.7,66,1008.8
2019-07-30,18.3,6.8,39.2,78,1005.3
2019-07-31,18.3,0.7,28.7,71,1012.0
2019-08-01,18.6,0.7,12.9,75,1016.9
2019-08-02,18.9,0.3,13.3,75,1019.0
2019-08-03,18.9,0.3,8.5,77,1018.8
2019-08-04,19.3,0.5,19.5,75,1013.4
2019-08-05,19.4,0.8,26.9,70,1009.6
2019-08-06,18.5,0.6,28.8,72,1007.6
2019-08-07,18.0,1.2,25.3,74,1006.5
2019-08-08,18.6,1.4,17.5,73,1009.5
2019-08-09,20.3,7.5,36.4,77,1001.0
2019-08-10,18.4,1.3,48.1,71,1004.0
2019-08-11,17.7,0.4,28.8,68,1010.9
2019-08-12,14.8,11.9,10.7,81,1014.4
2019-08-13,15.3,0.0,17.1,66,1017.2
2019-08-14,15.6,7.4,30.7,89,1012.3
2019-08-15,17.6,0.0,28.2,73,1011.8
2019-08-16,15.8,7.3,30.8,86,1011.1
2019-08-17,18.3,0.5,26.4,76,1004.3
2019-08-18,16.7,1.5,25.9,72,1005.3
2019-08-19,16.0,0.9,25.1,70,1013.9
2019-08-20,15.1,0.0,19.8,68,1022.6
2019-08-21,15.8,0.0,15.8,73,1026.4
2019-08-22,17.4,0.0,20.0,73,1024.4
2019-08-23,18.9,0.0,8.8,79,1023.9
2019-08-24,19.7,0.0,11.4,69,1019.0
2019-08-25,22.5,0.0,10.2,67,1017.8
2019-08-26,22.5,0.0,12.7,67,1017.4
2019-08-27,23.3,0.1,15.8,68,1013.9
2019-08-28,20.3,2.2,23.2,69,1013.5
2019-08-29,17.6,0.1,21.5,67,1019.2
2019-08-30,17.6,0.0,23.5,72,1020.4
2019-08-31,17.1,0.3,27.0,72,1012.2
2019-09-01,15.2,0.0,20.0,57,1017.6
2019-09-02,15.2,0.0,20.8,66,1023.2
2019-09-03,17.3,0.0,22.4,70,1022.3
2019-09-04,16.9,7.0,28.2,69,1015.2
2019-09-05,14.3,0.0,19.6,61,1024.4
2019-09-06,13.6,1.4,32.8,76,1021.9
2019-09-07,13.6,0.4,20.6,68,1023.0
2019-09-08,12.5,0.0,15.7,64,1023.0
2019-09-09,12.8,5.5,17.0,84,1013.5
2019-09-10,14.1,0.2,13.2,81,1018.4
2019-09-11,16.8,0.5,34.4,77,1019.9
2019-09-12,18.3,0.1,26.8,77,1026.6
2019-09-13,16.6,0.2,14.5,66,1033.6
2019-09-14,15.1,0.0,9.2,70,1031.9
2019-09-15,17.4,0.0,12.7,73,1024.1
2019-09-16,16.5,0.7,12.6,86,1021.9
2019-09-17,14.2,0.0,14.9,67,1025.1
2019-09-18,12.6,0.0,11.0,67,1029.4
2019-09-19,14.1,0.0,14.1,71,1030.7
2019-09-20,14.6,0.0,24.5,68,1025.1
2019-09-21,17.6,0.0,18.3,56,1012.3
2019-09-22,17.9,4.0,21.3,79,1004.5
2019-09-23,15.8,2.7,26.3,81,1009.7
2019-09-24,16.8,17.8,26.8,86,1001.6
2019-09-25,16.1,10.8,24.0,86,1000.2
2019-09-26,16.7,3.4,27.9,80,1002.8
2019-09-27,14.7,4.5,31.0,81,1003.9
2019-09-28,15.1,6.1,33.0,78,1007.8
2019-09-29,16.1,13.1,37.7,84,997.6
2019-09-30,13.9,9.3,27.2,86,1008.4
2019-10-01,15.2,8.4,30.4,88,999.9
2019-10-02,9.4,0.0,21.2,71,1017.4
2019-10-03,9.3,3.5,26.3,81,1016.3
2019-10-04,12.6,3.4,26.4,87,1005.2
2019-10-05,12.3,1.0,13.6,87,1013.8
2019-10-06,13.7,12.1,28.4,80,1010.9
2019-10-07,12.5,2.6,23.2,90,1014.0
2019-10-08,13.4,1.0,28.0,83,1006.7
2019-10-09,11.5,0.1,26.7,73,1005.0
2019-10-10,12.6,0.0,29.5,78,1010.7
2019-10-11,15.1,12.5,38.3,89,1006.2
2019-10-12,11.5,12.4,11.8,91,1007.9
2019-10-13,13.1,6.5,32.7,88,1004.6
2019-10-14,12.8,11.1,27.4,92,1005.7
2019-10-15,12.0,0.3,23.2,88,1003.9
2019-10-16,12.5,3.9,21.5,84,1003.1
2019-10-17,11.0,0.4,20.8,87,1005.4
2019-10-18,11.6,6.2,33.3,81,999.6
2019-10-19,10.7,0.2,20.8,83,1000.9
2019-10-20,8.5,0.0,19.4,86,1010.2
2019-10-21,10.4,7.2,20.5,89,1018.1
2019-10-22,8.5,0.0,11.9,88,1023.2
2019-10-23,9.6,1.4,13.7,93,1013.4
2019-10-24,11.1,10.3,18.6,95,1005.4
2019-10-25,12.9,0.8,39.6,86,1011.3
2019-10-26,14.0,5.9,36.3,82,1008.3
2019-10-27,6.7,0.0,11.6,81,1023.0
2019-10-28,6.6,0.0,16.6,85,1024.7
2019-10-29,8.2,0.0,20.7,81,1025.0
2019-10-30,8.8,0.0,24.9,75,1024.1
2019-10-31,8.0,0.0,17.7,87,1018.8
2019-11-01,13.0,6.9,23.4,93,999.2
2019-11-02,11.4,6.3,47.2,83,980.9
2019-11-03,8.7,1.3,16.3,89,981.5
2019-11-04,8.6,3.6,15.3,91,983.9
2019-11-05,8.6,0.7,21.6,93,996.6
2019-11-06,6.3,0.3,17.1,86,1003.4
2019-11-07,6.8,12.8,24.3,85,993.2
2019-11-08,4.1,1.7,19.6,93,1005.8
2019-11-09,5.0,5.0,21.0,92,1006.1
2019-11-10,7.0,1.4,17.4,88,1010.5
2019-11-11,6.7,4.6,30.1,80,1001.9
2019-11-12,5.5,2.3,27.9,80,998.6
2019-11-13,5.5,4.0,21.6,87,998.1
2019-11-14,5.2,15.4,17.8,90,994.9
2019-11-15,5.6,7.7,25.2,90,1002.6
2019-11-16,5.5,0.2,18.4,87,1006.1
2019-11-17,4.3,0.0,10.1,93,1011.1
2019-11-18,4.9,0.0,20.7,87,1015.5
2019-11-19,2.7,0.0,11.9,92,1016.8
2019-11-20,4.7,0.0,19.4,81,1012.4
2019-11-21,5.0,0.9,18.6,89,1003.4
2019-11-22,7.9,1.7,22.8,88,995.6
2019-11-23,8.5,2.3,19.6,91,994.0
2019-11-24,9.3,0.0,17.1,93,1002.9
2019-11-25,10.3,1.6,18.1,91,1002.2
2019-11-26,10.9,4.7,28.0,92,994.9
2019-11-27,9.6,12.3,18.3,92,983.7
2019-11-28,7.9,2.4,18.7,91,995.3
2019-11-29,4.3,0.4,11.9,89,1015.3
2019-11-30,2.9,0.0,14.8,92,1021.5
2019-12-01,4.1,0.0,22.4,87,1023.3
2019-12-02,0.8,0.0,11.0,89,1030.8
2019-12-03,3.6,0.0,11.8,90,1027.6
2019-12-04,3.4,0.0,12.1,90,1021.1
2019-12-05,3.8,0.5,28.3,92,1018.5
2019-12-06,10.3,5.5,32.7,89,1006.0
2019-12-07,7.5,0.0,28.0,89,1012.0
2019-12-08,8.9,3.6,36.5,78,999.2
2019-12-09,5.5,1.3,29.1,78,1008.8
2019-12-10,6.8,4.8,42.2,88,1014.2
2019-12-11,4.6,0.1,19.3,87,1004.7
2019-12-12,5.1,7.5,28.6,91,989.2
2019-12-13,6.3,8.7,33.8,79,978.9
2019-12-14,5.9,6.9,35.0,77,989.4
2019-12-15,7.0,3.1,30.3,78,995.1
2019-12-16,7.0,2.5,22.0,92,999.9
2019-12-17,6.3,7.9,10.2,94,1000.2
2019-12-18,6.8,6.6,25.5,89,1007.8
2019-12-19,11.2,10.8,32.0,85,996.8
2019-12-20,8.1,14.5,28.4,91,981.0
2019-12-21,8.3,5.2,23.4,88,979.0
2019-12-22,7.3,4.3,25.3,89,984.5
2019-12-23,6.7,0.0,22.1,86,1006.8
2019-12-24,8.9,1.7,28.1,85,1008.3
2019-12-25,4.0,0.0,18.4,90,1023.0
2019-12-26,6.6,7.1,31.6,90,1016.6
2019-12-27,6.6,0.0,18.1,94,1028.5
2019-12-28,7.8,0.0,13.7,90,1036.2
2019-12-29,5.9,0.0,15.9,91,1033.6
2019-12-30,5.4,0.0,16.6,94,1029.4
2019-12-31,5.9,0.0,17.0,95,1031.5
2020-01-01,5.0,0.0,9.1,93,1029.2
2020-01-02,8.3,0.0,26.6,90,1020.3
2020-01-03,7.6,3.1,27.6,86,1021.0
2020-01-04,4.4,0.0,20.2,89,1033.8
2020-01-05,5.9,0.0,17.4,90,1033.1
2020-01-06,7.2,1.3,26.9,83,1021.8
2020-01-07,8.9,0.1,29.2,92,1021.6
2020-01-08,10.8,3.5,27.5,91,1020.4
2020-01-09,10.7,6.5,33.5,87,1006.8
2020-01-10,5.4,0.1,18.7,85,1022.7
2020-01-11,8.9,0.0,33.1,80,1024.1
2020-01-12,8.9,1.0,31.5,83,1018.1
2020-01-13,8.2,4.8,43.4,86,1008.0
2020-01-14,10.2,5.4,46.1,85,996.2
2020-01-15,8.2,12.5,48.3,83,1006.6
2020-01-16,9.3,6.2,35.0,81,1014.6
2020-01-17,7.3,2.7,32.8,85,1012.4
2020-01-18,2.7,0.0,13.9,87,1027.6
2020-01-19,0.9,0.0,12.3,86,1043.9
2020-01-20,1.1,0.0,11.4,92,1047.6
2020-01-21,0.2,0.0,10.9,96,1041.8
2020-01-22,5.2,0.0,6.1,97,1037.3
2020-01-23,6.1,0.0,8.0,93,1031.4
2020-01-24,5.8,0.2,7.4,91,1023.1
2020-01-25,5.8,0.0,12.9,91,1018.4
2020-01-26,8.1,2.9,29.8,90,1009.6
2020-01-27,6.7,6.9,21.8,90,999.7
2020-01-28,4.2,1.5,32.4,81,995.6
2020-01-29,5.1,0.0,25.0,78,1008.6
2020-01-30,9.3,0.6,28.1,92,1004.2
2020-01-31,10.5,0.1,33.1,90,1005.9
2020-02-01,9.5,0.0,35.0,77,1004.6
2020-02-02,10.0,6.7,32.9,82,1007.3
2020-02-03,8.8,0.3,29.4,76,1012.3
2020-02-04,6.1,0.1,28.8,75,1021.9
2020-02-05,3.9,0.0,11.0,88,1036.3
2020-02-06,2.7,0.0,10.6,94,1031.5
2020-02-07,4.9,0.0,22.5,86,1019.4
2020-02-08,8.7,1.0,30.9,81,1014.5
2020-02-09,10.2,18.8,53.0,82,994.3
2020-02-10,6.8,2.4,45.0,70,996.8
2020-02-11,4.8,0.3,39.2,61,1007.0
2020-02-12,4.8,0.4,29.9,73,1013.8
2020-02-13,6.9,12.8,36.7,84,998.6
